,Job Title,Posted Date,Advertised Until,Job Date,Company Name,Location,Salary,Job Number,Job Applying Link,Additional Details,Location,Salary,Terms of Employment,Start Date,Vacancies,Source,Other
57,executive assistant,"June 11, 2024",2024-07-11,"June 11, 2024",Brandt Group of Companies,Regina (SK),Salary not available,1358386,http://www.saskjobs.ca/jsp/joborder/detail.jsp?job_order_id=1358386,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Regina , SK",Not available,Not specified,Starts as soon as possible,Not specified,SaskJobs #1358386,Not specified
58,executive assistant,"May 17, 2024",Not specified,"May 17, 2024",OmniVita Custom Wealth Management Inc.,Vancouver (BC),"Salary: $40,000.00 to $60,000.00 annually",9284110087,https://ca.indeed.com/viewjob?jk=281bf4a298c71db5&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Vancouver , BC","$ 40,000 to $ 60,000 YEAR annually",Full time,Starts as soon as possible,1 vacancy,indeed.com #9284110087,Not specified
59,executive assistant,"June 11, 2024",2024-07-12,"June 11, 2024",Brandt,Regina (SK),Salary not available,9300,https://job-openings.monster.ca/executive-assistant-regina-sk-ca-brandt/3064274e-6f7f-47f7-bb58-9c9558f966e0?mescoid=4300746001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Regina , SK",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #9300,Not specified
60,executive assistant,"May 29, 2024",2024-06-29,"May 29, 2024",Warehousing & Distribution,Markham (ON),Salary not available,RdRFOzR0iy,https://job-openings.monster.ca/executive-assistant-markham-on-ca-warehousing-distribution/f3971936-ba56-4e1d-aab9-9942b90d3f76?mescoid=4300746001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Markham , ON",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #RdRFOzR0iy,Not specified
61,executive assistant,"June 07, 2024",2024-07-08,"June 07, 2024",Royal Ontario Museum,Toronto (ON),Salary not available,gTRAqPDHba,https://job-openings.monster.ca/executive-assistant-toronto-on-ca-royal-ontario-museum/9064d255-6050-4040-b0cb-60f78cfd5f0c?mescoid=4300746001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Toronto , ON",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #gTRAqPDHba,Not specified
62,executive assistant,"May 24, 2024",2024-06-24,"May 24, 2024",PeaceHealth,Victoria (BC),Salary not available,5874CCC15FD34713BDD8BC47C15BDC05,https://job-openings.monster.ca/executive-assistant-victoria-bc-ca-peacehealth/d73dea80-ae28-417e-a8b3-015d59a9a8ba?mescoid=4300746001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Victoria , BC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Monster #5874CCC15FD34713BDD8BC47C15BDC05,Not specified
63,executive assistant,"May 24, 2024",2024-06-24,"May 24, 2024",PeaceHealth,Abbotsford (BC),Salary not available,1349483A8EF04C07BD1898178399467A,https://job-openings.monster.ca/executive-assistant-abbotsford-bc-ca-peacehealth/9da622a1-358c-4cb1-b933-e59627dabaa8?mescoid=4300746001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Abbotsford , BC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Monster #1349483A8EF04C07BD1898178399467A,Not specified
64,executive assistant,"May 24, 2024",2024-06-24,"May 24, 2024",PeaceHealth,Vancouver (BC),Salary not available,CFE4FBB2A97448FAB8536E5ED10D15C4,https://job-openings.monster.ca/executive-assistant-vancouver-bc-ca-peacehealth/d7e26db9-1fe2-451a-947a-9654826ba8b0?mescoid=4300746001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Vancouver , BC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Monster #CFE4FBB2A97448FAB8536E5ED10D15C4,Not specified
65,executive assistant,"May 24, 2024",2024-06-24,"May 24, 2024",PeaceHealth,Surrey (BC),Salary not available,6CCF31EDC5754A618FAAF35F20DB62B0,https://job-openings.monster.ca/executive-assistant-surrey-bc-ca-peacehealth/99121117-91a8-4202-aabf-5b234bc59675?mescoid=4300746001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Surrey , BC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Monster #6CCF31EDC5754A618FAAF35F20DB62B0,Not specified
66,executive assistant,"June 06, 2024",Not specified,"June 06, 2024",It's Your Time Business Services Inc,Edmonton (AB),"Salary: $48,000.00 to $53,000.00 annually",9311931089,https://ca.indeed.com/viewjob?jk=2f1c63cac40835c9&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Edmonton , AB","$ 48,000 to $ 53,000 YEAR annually",Full time,Starts as soon as possible,1 vacancy,indeed.com #9311931089,Not specified
67,executive assistant,"June 11, 2024",Not specified,"June 11, 2024",Decca Design Inc,Calgary (AB),"Salary: $50,000.00 annually",9318737942,https://ca.indeed.com/viewjob?jk=1641450be49dab99&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Calgary , AB","$ 50,000 YEAR annually",Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9318737942,Not specified
68,executive assistant,"June 11, 2024",2024-07-12,"June 11, 2024",MealSuite,Cambridge (ON),Salary not available,1050728A9F,https://job-openings.monster.ca/executive-assistant-cambridge-on-ca-mealsuite/3c5c50e8-16e2-462d-93a2-48a55e245013?mescoid=4300746001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Cambridge , ON",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #1050728A9F,Not specified
69,executive assistant,"May 16, 2024",2024-06-16,"May 16, 2024",Second Bind,North York (ON),Salary not available,58F885C243,https://job-openings.monster.ca/executive-assistant-north-york-on-ca-second-bind/4b9c4ad3-4c8f-45a2-b028-49595a0c32bf?mescoid=4300746001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","North York , ON",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #58F885C243,Not specified
70,executive assistant,"May 31, 2024",Not specified,"May 31, 2024",Adult and Teen Challenge of Central Canada,Winnipeg (MB),"Salary: $60,000.00 to $90,000.00 annually",9302657713,https://ca.indeed.com/viewjob?jk=e10eb4b431be9b90&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Winnipeg , MB","$ 60,000 to $ 90,000 YEAR annually",Full time,Starts as soon as possible,1 vacancy,indeed.com #9302657713,Not specified
71,executive assistant,"June 05, 2024",Not specified,"June 05, 2024",FFAW-Unifor,St. John's (NL),"Salary: $65,000.00 to $70,000.00 annually",9310415415,https://ca.indeed.com/viewjob?jk=818df3c7a49105a8&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","St. John's , NL","$ 65,000 to $ 70,000 YEAR annually",Full time,Starts as soon as possible,1 vacancy,indeed.com #9310415415,Not specified
72,executive assistant,"May 23, 2024",2024-06-23,"May 23, 2024",Reitmans (Canada) Ltée/Ltd,Montréal (QC),Salary not available,4a7080fa-250d-4428-b6f7-343ffd711871,https://job-openings.monster.ca/executive-assistant-montréal-qc-ca-reitmans-canada-ltée-ltd/5c88f6f9-d225-48cf-9fa3-0ed753ced6d3?mescoid=4300746001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Montréal , QC",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #4a7080fa-250d-4428-b6f7-343ffd711871,Not specified
73,executive assistant,"May 22, 2024",2024-06-22,"May 22, 2024",Reitmans,Montréal (QC),Salary not available,743999989173913,https://job-openings.monster.ca/executive-assistant-montreal-qc-ca-reitmans/e750c6a7-9ed5-47bc-a926-81974a1e51ed?mescoid=4300746001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Montréal , QC",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #743999989173913,Not specified
74,executive assistant,"June 06, 2024",2024-07-07,"June 06, 2024",The Pod Group,Toronto (ON),Salary not available,1B98BF3FAA,https://job-openings.monster.ca/executive-assistant-to-the-ceo-toronto-on-ca-the-pod-group/cde79816-b9e8-4f88-86ed-4ef57fb995ca?mescoid=4300746001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Toronto , ON",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #1B98BF3FAA,Not specified
75,executive assistant,"May 16, 2024",2024-06-16,"May 16, 2024",Black & McDonald Limited,Scarborough (ON),Salary not available,7e652cb02f4284249aa5f5d1198276ba,https://job-openings.monster.ca/executive-assistant-scarborough-on-ca-black-mcdonald-limited/c275f4f6-6c7c-45e5-86da-099c46d4188d?mescoid=4300746001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Scarborough , ON",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #7e652cb02f4284249aa5f5d1198276ba,Not specified
76,executive assistant,"June 12, 2024",2024-07-11,"June 12, 2024",National Bank,Montréal (QC),Salary not available,13795578,https://www.jobillico.com/en/job-offer/national-bank/executive-assistant/13795578?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Montréal , QC",Not available,Full time,Starts as soon as possible,1 vacancy,Jobillico #13795578,Not specified
77,executive assistant,"May 29, 2024",2024-06-29,"May 29, 2024",EBC Inc.,Toronto (ON),Salary not available,511075000026281820,https://job-openings.monster.ca/executive-assistant-construction-project-toronto-on-ca-ebc-inc/38858001-894f-4a37-82dd-ea189b231a70?mescoid=4300746001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Toronto , ON",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #511075000026281820,Not specified
78,executive assistant,"May 31, 2024",Not specified,"May 31, 2024",Thrive Career Wellness Inc,Toronto (ON),"Salary: $50,000.00 to $60,000.00 annually",9302442419,https://ca.indeed.com/viewjob?jk=e27703e0cf9bf462&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Toronto , ON","$ 50,000 to $ 60,000 YEAR annually",Full time,Starts as soon as possible,1 vacancy,indeed.com #9302442419,Not specified
79,executive assistant,"June 03, 2024",Not specified,"June 03, 2024",Nurtured First,Lincoln (ON),Salary not available,9307523976,https://ca.indeed.com/viewjob?jk=1f4a33b07a055b78&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Lincoln , ON",Not available,Full time,Starts as soon as possible,1 vacancy,indeed.com #9307523976,Not specified
80,executive assistant,"June 12, 2024",2024-07-13,"June 12, 2024",Sun Life Financial,Toronto (ON),Salary not available,JR00097896-1,https://job-openings.monster.ca/executive-assistant-corporate-strategy-enablement-toronto-on-ca-sun-life-financial/d7ab3650-8292-480a-abe5-52c4ba4ca8b0?mescoid=4300746001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Toronto , ON",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #JR00097896-1,Not specified
81,executive assistant,"May 30, 2024",2024-06-28,"May 30, 2024",McCain Foods,Toronto (ON),Salary not available,2064039,https://www.careerbeacon.com/en/job/2064039/mccain-foods/executive-assistant/toronto?utm_campaign=feeds&utm_source=jobbank&utm_medium=Careerbeacon,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Toronto , ON",Not available,Full time,Starts as soon as possible,1 vacancy,CareerBeacon #2064039,Not specified
82,executive assistant,"May 31, 2024",Not specified,"May 31, 2024",EduNova Co-operative Ltd,Halifax (NS),"Salary: $50,000.00 to $60,496.51 annually",9303167914,https://ca.indeed.com/viewjob?jk=2f488ea85f789e1d&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Halifax , NS","$ 50,000 to $ 60,496.51 YEAR annually",Full time,Starts as soon as possible,1 vacancy,indeed.com #9303167914,Not specified
83,executive assistant,"May 31, 2024",2024-06-15,"May 31, 2024",EduNova,Halifax (NS),"Salary: $50,000.00 annually",MB2405315840,https://www.careerbeacon.com/en/job/2065840/edunova/executive-assistant/halifax?utm_campaign=feeds&utm_source=jobbank&utm_medium=Careerbeacon,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Halifax , NS","$ 50,000 YEAR annually",Full time,Starts as soon as possible,1 vacancy,CareerBeacon #MB2405315840,Not specified
84,executive assistant,"May 20, 2024",Not specified,"May 20, 2024",2x2 Construction,Concord (ON),"Salary: $50,000.00 annually",9286554714,https://ca.indeed.com/viewjob?jk=f7b869477422faba&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Concord , ON","$ 50,000 YEAR annually",Full time,Starts as soon as possible,1 vacancy,indeed.com #9286554714,Not specified
85,executive assistant,"June 12, 2024",Not specified,"June 12, 2024",Dalton Associates,Fergus (ON),Salary not available,9320140186,https://ca.indeed.com/viewjob?jk=49cd5599916070fd&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Fergus , ON",Not available,Full time,Starts as soon as possible,1 vacancy,indeed.com #9320140186,Not specified
86,executive assistant,"June 03, 2024",Not specified,"June 03, 2024",Lincoln Lane Inc.,Simcoe (ON),"Salary: $40,000.00 to $60,000.00 annually",9306759067,https://ca.indeed.com/viewjob?jk=8f6b3d1863da0a55&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Simcoe , ON","$ 40,000 to $ 60,000 YEAR annually",Full time,Starts as soon as possible,1 vacancy,indeed.com #9306759067,Not specified
87,executive assistant,"May 30, 2024",Not specified,"May 30, 2024",Sun Life,London (ON),"Salary: $47,500.00 to $65,000.00 annually",9300613706,https://ca.indeed.com/viewjob?jk=2a56e4c72baab45e&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","London , ON","$ 47,500 to $ 65,000 YEAR annually",Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9300613706,Not specified
88,executive assistant,"May 29, 2024",Not specified,"May 29, 2024",Town of Pincher Creek,Pincher Creek (AB),"Salary: $59,000.00 to $68,000.00 annually",9299410633,https://ca.indeed.com/viewjob?jk=74bedeec1d481a6c&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Pincher Creek , AB","$ 59,000 to $ 68,000 YEAR annually",Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9299410633,Not specified
89,executive assistant,"May 17, 2024",Not specified,"May 17, 2024",Thorpe Construction Ltd,Brandon (MB),Salary: $17.00 to $22.00 hourly,9283882555,https://ca.indeed.com/viewjob?jk=a648da128f8fbbde&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Brandon , MB",$ 17.00 to $ 22.00 HOUR hourly,Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9283882555,Not specified
90,executive assistant,"June 10, 2024",Not specified,"June 10, 2024",Richard Robbins International Inc.,Markham (ON),"Salary: $50,000.00 to $57,000.00 annually",9317266717,https://ca.indeed.com/viewjob?jk=178aaf8704f6a3a2&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Markham , ON","$ 50,000 to $ 57,000 YEAR annually",Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9317266717,Not specified
91,executive assistant,"May 28, 2024",Not specified,"May 28, 2024",KFN Enterprises,Coquitlam (BC),"Salary: $60,000.00 to $65,000.00 annually",9297541886,https://ca.indeed.com/viewjob?jk=4b026d65175862fa&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Coquitlam , BC","$ 60,000 to $ 65,000 YEAR annually",Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9297541886,Not specified
92,executive assistant,"May 15, 2024",Not specified,"May 15, 2024",Royal LePage Signature - Samad Homes Realty,North York (ON),"Salary: $45,000.00 to $60,000.00 annually",9280901014,https://ca.indeed.com/viewjob?jk=7a65a926460ea963&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","North York , ON","$ 45,000 to $ 60,000 YEAR annually",Full time,Starts as soon as possible,1 vacancy,indeed.com #9280901014,Not specified
93,executive assistant,"May 17, 2024",2024-06-17,"May 17, 2024",Fengate Asset Management,Toronto (ON),Salary not available,D3AD852D1F,https://job-openings.monster.ca/executive-assistant-toronto-on-ca-fengate-asset-management/f4e76ba6-d33d-4477-ac83-50327a1a2d85?mescoid=4300746001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Toronto , ON",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #D3AD852D1F,Not specified
94,executive assistant,"May 22, 2024",2024-06-22,"May 22, 2024",Egon Zehnder,Montréal (QC),Salary not available,C3947529D5,https://job-openings.monster.ca/executive-assistant-montreal-qc-ca-egon-zehnder/97fe041b-3835-4e0f-a9c8-5803a684ce7e?mescoid=4300746001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Montréal , QC",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #C3947529D5,Not specified
95,executive assistant,"May 17, 2024",Not specified,"May 17, 2024",Canadian Custom Packaging & The Color Group,North York (ON),Salary not available,9283859571,https://ca.indeed.com/viewjob?jk=47d466f05810366e&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","North York , ON",Not available,Full time,Starts as soon as possible,1 vacancy,indeed.com #9283859571,Not specified
96,executive assistant,"May 30, 2024",2024-06-20,"May 30, 2024",Extol Developments Inc.,Regina (SK),Salary: Negotiable based on Experience,1355314,http://www.saskjobs.ca/jsp/joborder/detail.jsp?job_order_id=1355314,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Regina , SK",Negotiable based on Experience,Not specified,Starts as soon as possible,Not specified,SaskJobs #1355314,Not specified
97,administrative assistant,"May 29, 2024",2024-06-27,"May 29, 2024",Scotiabank,Toronto (ON),Salary not available,2063162,https://www.careerbeacon.com/en/job/2063162/scotiabank/executive-assistant-cid-a/toronto?utm_campaign=feeds&utm_source=jobbank&utm_medium=Careerbeacon,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Toronto , ON",Not available,Full time,Starts as soon as possible,1 vacancy,CareerBeacon #2063162,Not specified
98,executive assistant,"June 06, 2024",2024-06-30,"June 06, 2024",CENTRE INTÉGRÉ UNIVERSITAIRE DE SANTÉ ET DE SERVICES SOCIAUX DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,Victoriaville (QC),Salary: $23.12 hourly,446933,https://www.quebecemploi.gouv.qc.ca/plateforme-emploi/?lang=en&ide_poste=446933,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Victoriaville , QC",$ 23.12 HOUR hourly / 35 hours per week,Casual employment Part time,Starts as soon as 2024-07-06,1 vacancy,Québec emploi #446933,Not specified
99,executive assistant,"June 06, 2024",2024-07-09,"June 06, 2024",Element RH,Rimouski (QC),"Salary: $65,000.00 annually",437326,https://www.quebecemploi.gouv.qc.ca/plateforme-emploi/?lang=en&ide_poste=437326,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Rimouski , QC","$ 65,000 YEAR annually / 35 hours per week",Permanent employment Full time,Starts as soon as 2024-05-29,1 vacancy,Québec emploi #437326,In-house position at the agency
100,executive assistant,"June 05, 2024",2024-07-08,"June 05, 2024",CENTRE INTÉGRÉ UNIVERSITAIRE DE SANTÉ ET DE SERVICES SOCIAUX DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,Trois-Rivières (QC),Salary: $23.12 hourly,446855,https://www.quebecemploi.gouv.qc.ca/plateforme-emploi/?lang=en&ide_poste=446855,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Trois-Rivières , QC",$ 23.12 HOUR hourly / 35 hours per week,Term or contract Full time,Starts as soon as 2024-08-09,4,Québec emploi #446855,Not specified
101,executive assistant,"May 17, 2024",2024-06-15,"May 17, 2024",Bromer Inc.,Terrebonne (QC),Salary: $27.00 hourly,13190959,https://www.jobillico.com/en/job-offer/bromer-inc/administrative-support-executive-support/13190959?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Terrebonne , QC",$ 27.00 HOUR hourly,Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13190959,Not specified
102,executive assistant,"June 04, 2024",2024-06-16,"June 04, 2024",CISSS ABITIBI-TEMISCAMINGUE,Val-d'Or (QC),"Salary: $91,815.00 annually",446543,https://www.quebecemploi.gouv.qc.ca/plateforme-emploi/?lang=en&ide_poste=446543,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Val-d'Or , QC","$ 91,815 YEAR annually / 35 hours per week",Term or contract Full time,Starts as soon as 2024-07-17,1 vacancy,Québec emploi #446543,Not specified
103,executive assistant,"May 30, 2024",2024-06-21,"May 30, 2024",CONSULTANT ICONEX INC.,Québec (QC),"Salary: $55,000.00 annually",445801,https://www.quebecemploi.gouv.qc.ca/plateforme-emploi/?lang=en&ide_poste=445801,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Québec , QC","$ 55,000 YEAR annually / 35 hours per week",Permanent employment Full time,Starts as soon as 2024-07-10,1 vacancy,Québec emploi #445801,Not specified
104,executive assistant,"June 11, 2024",2024-07-10,"June 11, 2024",Kubota Montréal,Baie-d'Urfé (QC),"Salary: $50,000.00 to $70,000.00 annually",13525764,https://www.jobillico.com/en/job-offer/kubota-montreal/assistant-e-au-president/13525764?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Baie-d'Urfé , QC","$ 50,000 to $ 70,000 YEAR annually",Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13525764,Not specified
105,executive assistant,"May 29, 2024",2024-07-13,"May 29, 2024",EMERGEX SUBVENTIONS INC.,Montréal (QC),Salary: $28.00 hourly,445497,https://www.quebecemploi.gouv.qc.ca/plateforme-emploi/?lang=en&ide_poste=445497,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Montréal , QC",$ 28.00 HOUR hourly / 38.5 hours per week,Permanent employment Full time,Starts as soon as 2024-07-17,1 vacancy,Québec emploi #445497,Not specified
106,executive assistant,"June 05, 2024",2024-07-04,"June 05, 2024",Groupe bblüv inc.,Montréal (QC),"Salary: $40,000.00 to $60,000.00 annually",13944120,https://www.jobillico.com/en/job-offer/groupe-bbluv-inc/adjoint-a-la-direction/13944120?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Montréal , QC","$ 40,000 to $ 60,000 YEAR annually",Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13944120,Not specified
107,executive assistant,"June 04, 2024",2024-07-03,"June 04, 2024",CISSS de l'Abitibi-Témiscamingue,Rouyn-Noranda (QC),"Salary: $91,815.00 to $119,361.00 annually",13938840,https://www.jobillico.com/en/job-offer/cisss-de-labitibi-temiscamingue/adjointe-ou-adjoint-a-la-direction-des-services-professionnels-de-l-enseignement-universitaire-et-de-la-pertinence-clinique-interimaire-cadre-interimaire/13938840?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Rouyn-Noranda , QC","$ 91,815 to $ 119,361 YEAR annually",Term or contract Full time,Starts as soon as possible,1 vacancy,Jobillico #13938840,Not specified
108,executive assistant,"June 12, 2024",2024-07-11,"June 12, 2024",Centre de services scolaire des Patriotes,Beloeil (QC),"Salary: $78,600.00 to $104,797.00 annually",13997646,https://www.jobillico.com/en/job-offer/centre-de-services-scolaire-des-patriotes/direction-adjointe-d-etablissement-ecole-secondaire-polybel/13997646?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Beloeil , QC","$ 78,600 to $ 104,797 YEAR annually",Not specified,Starts as soon as possible,1 vacancy,Jobillico #13997646,Not specified
109,executive assistant,"May 24, 2024",2024-06-24,"May 24, 2024",University of Waterloo,Waterloo (ON),Salary not available,6d08f4d21e4a448f8472e5bb3fe62886,https://job-openings.monster.ca/executive-assistant-waterloo-on-ca-university-of-waterloo/81af0821-53b0-4997-8b14-b2bb5b624d51?mescoid=4300746001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Waterloo , ON",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #6d08f4d21e4a448f8472e5bb3fe62886,Not specified
110,executive assistant,"June 07, 2024",2024-07-06,"June 07, 2024",CIUSSS du Centre Sud de l?Île de Montréal,Montréal (QC),Salary not available,13765059,https://www.jobillico.com/en/job-offer/ciusss-du-centre-sud-de-l-ile-de-montreal/adjoint-e-agrave-la-direction-des-soins-infirmiers/13765059?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Montréal , QC",Not available,Term or contract Full time,Starts as soon as possible,1 vacancy,Jobillico #13765059,Not specified
111,executive assistant,"June 06, 2024",2024-07-05,"June 06, 2024",BRH,Fermont (QC),Salary not available,13960932,https://www.jobillico.com/en/job-offer/brh/adjointe-de-direction/13960932?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Fermont , QC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13960932,In-house position at the agency
112,executive assistant,"June 03, 2024",2024-07-02,"June 03, 2024",Ordre des pharmaciens du Québec,Montréal (QC),Salary not available,13929852,https://www.jobillico.com/en/job-offer/ordre-des-pharmaciens-du-quebec.aXtlVh/adjoint-e-de-direction-deot/13929852?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Montréal , QC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13929852,Not specified
113,executive assistant,"June 03, 2024",2024-07-02,"June 03, 2024",SOPFEU - Société de Protection des Forêts contre le Feu,Québec (QC),Salary not available,13929783,https://www.jobillico.com/en/job-offer/sopfeu---societe-de-protection-des-foret.yVapFw/adjoint-a-la-direction-generale/13929783?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Québec , QC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13929783,Not specified
