,Job Title,Original Title,Posted Date,Advertised Until,Job Source,Job Description,Job Date,Company Name,Location,Salary,Job Number,Job Applying Link,Additional Details,Location,Salary,Terms of Employment,Start Date,Vacancies,Source,Other
56,assistant controller,,"June 07, 2024",Not specified,,,"June 07, 2024",Hearn Industrial Services,Windsor (ON),"Salary: $75,000.00 to $100,000.00 annually",9313907311,https://ca.indeed.com/viewjob?jk=bacc67d99667735b&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Windsor , ON","$ 75,000 to $ 100,000 YEAR annually",Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9313907311,Not specified
57,financial controller,,"June 12, 2024",Not specified,,,"June 12, 2024",Select Door and Frame,Kingston (ON),Salary not available,9320049136,https://ca.indeed.com/viewjob?jk=17fa95e65a12d3dc&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Kingston , ON",Not available,Full time,Starts as soon as possible,1 vacancy,indeed.com #9320049136,Not specified
58,assistant controller,,"May 29, 2024",2024-06-29,,,"May 29, 2024",Next Level Group,Charlottetown (PE),Salary not available,Y10GLWKX,https://job-openings.monster.ca/assistant-controller-charlottetown-pe-ca-next-level-group/f56599f7-2408-4f63-bb98-71cf725dab75?mescoid=1100013001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Charlottetown , PE",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #Y10GLWKX,Not specified
59,assistant controller,,"June 04, 2024",2024-07-03,,,"June 04, 2024",Fed Finance,Saint-Laurent (QC),"Salary: $80,000.00 to $100,000.00 annually",13934085,https://www.jobillico.com/en/job-offer/fed-finance/assistant-controller/13934085?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Saint-Laurent , QC","$ 80,000 to $ 100,000 YEAR annually",Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13934085,Not specified
60,financial controller,,"May 16, 2024",Not specified,,,"May 16, 2024",T-MAR Industries Ltd.,Campbell River (BC),"Salary: $90,000.00 to $110,000.00 annually",9282487279,https://ca.indeed.com/viewjob?jk=f3965e54dafd60a2&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Campbell River , BC","$ 90,000 to $ 110,000 YEAR annually",Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9282487279,Not specified
61,corporate controller,,"May 28, 2024",Not specified,,,"May 28, 2024",BD Diesel,Abbotsford (BC),"Salary: $100,000.00 to $140,000.00 annually",9298128330,https://ca.indeed.com/viewjob?jk=d165900be9eb37e6&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Abbotsford , BC","$ 100,000 to $ 140,000 YEAR annually",Full time,Starts as soon as possible,1 vacancy,indeed.com #9298128330,Not specified
62,assistant controller,,"May 31, 2024",Not specified,,,"May 31, 2024",Cleaning Depot by PBJ,Listowel (ON),Salary not available,9302793077,https://ca.indeed.com/viewjob?jk=56066e67df68e669&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Listowel , ON",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9302793077,Not specified
63,financial controller,,"May 29, 2024",Not specified,,,"May 29, 2024",Trolley,Westmount (QC),Salary not available,9299247051,https://ca.indeed.com/viewjob?jk=4fa03cb25ad2e5d0&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Westmount , QC",Not available,Full time,Starts as soon as possible,1 vacancy,indeed.com #9299247051,Not specified
64,financial controller,,"May 15, 2024",2024-06-15,,,"May 15, 2024",Rubicon Path,Winnipeg (MB),Salary not available,1748889,https://job-openings.monster.ca/financial-controller-winnipeg-mb-ca-rubicon-path/a5065c7d-2180-435b-944a-ade5a6066472?mescoid=1100013001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Winnipeg , MB",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Monster #1748889,Not specified
65,assistant controller,,"May 22, 2024",2024-06-22,,,"May 22, 2024",Dexter Axle,Ingersoll (ON),Salary not available,cae73ae5695f434f9b3af981418c753f,https://job-openings.monster.ca/assistant-controller-ingersoll-on-ca-dexter-axle/160b435d-9aaf-4085-82d0-e6cf318324dc?mescoid=1100013001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Ingersoll , ON",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #cae73ae5695f434f9b3af981418c753f,Not specified
66,financial controller,,"June 10, 2024",2024-07-09,,,"June 10, 2024",Fed Finance,Varennes (QC),"Salary: $80,000.00 to $110,000.00 annually",13979352,https://www.jobillico.com/en/job-offer/fed-finance/financial-controller/13979352?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Varennes , QC","$ 80,000 to $ 110,000 YEAR annually",Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13979352,Not specified
67,financial control officer,,"May 23, 2024",Not specified,,,"May 23, 2024",Cotter's Ocean Products Inc,Lockeport (NS),Salary: $30.00 to $35.00 hourly,9291992131,https://ca.indeed.com/viewjob?jk=623ecfd58f8d89f9&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Lockeport , NS",$ 30.00 to $ 35.00 HOUR hourly,Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9291992131,Not specified
68,financial controller,,"June 06, 2024",2024-07-05,,,"June 06, 2024",Fed Finance,Saint-Hyacinthe (QC),"Salary: $100,000.00 to $125,000.00 annually",13959447,https://www.jobillico.com/en/job-offer/fed-finance/financial-controller/13959447?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Saint-Hyacinthe , QC","$ 100,000 to $ 125,000 YEAR annually",Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13959447,Not specified
69,assistant controller,,"May 16, 2024",2024-06-16,,,"May 16, 2024",Waste Connections,Calgary (AB),Salary not available,AE0E97731DA44C00974CC9568ED9D4A3,https://job-openings.monster.ca/assistant-controller-calgary-ab-ca-waste-connections/e6868b82-3a0a-404d-a119-6fca71a3d7b8?mescoid=1100013001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Calgary , AB",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #AE0E97731DA44C00974CC9568ED9D4A3,Not specified
70,assistant controller,,"May 15, 2024",2024-06-15,,,"May 15, 2024",FortNine,Montréal (QC),Salary not available,ppeikMD21x,https://job-openings.monster.ca/assistant-controller-montreal-qc-ca-fortnine/7e412cd3-f047-4b09-a3be-3c8cefb19a0d?mescoid=1100013001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Montréal , QC",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #ppeikMD21x,Not specified
71,financial controller,,"May 21, 2024",Not specified,,,"May 21, 2024",BTM Lawyers LLP,Port Moody (BC),"Salary: $75,000.00 to $120,000.00 annually",9288654665,https://ca.indeed.com/viewjob?jk=3d718506cba4fc42&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Port Moody , BC","$ 75,000 to $ 120,000 YEAR annually",Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9288654665,Not specified
72,financial controller,,"May 16, 2024",Not specified,,,"May 16, 2024",SI Alarms Ltd,Winnipeg (MB),"Salary: $55,000.00 to $85,000.00 annually",9282652312,https://ca.indeed.com/viewjob?jk=0457fa4fb582b260&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Winnipeg , MB","$ 55,000 to $ 85,000 YEAR annually",Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9282652312,Not specified
73,financial administrator,Title posted on Jobillico -Financial and Administrative Controller,"June 04, 2024",2024-07-03,,,"June 04, 2024",Fed Finance,Pointe-Claire (QC),"Salary: $80,000.00 to $120,000.00 annually",13939365,https://www.jobillico.com/en/job-offer/fed-finance/financial-and-administrative-controller/13939365?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Pointe-Claire , QC","$ 80,000 to $ 120,000 YEAR annually",Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13939365,Not specified
74,accountant-controller,Title posted on indeed.com -Accountant Controller,"May 30, 2024",Not specified,,,"May 30, 2024",Steed Standard Transportation,Stratford (ON),Salary not available,9300812220,https://ca.indeed.com/viewjob?jk=9c669736cd4d55fd&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Stratford , ON",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9300812220,Not specified
75,finance and control manager,Title posted on CareerBeacon -Manager Finance - Full-time,"May 25, 2024",2024-06-24,,,"May 25, 2024",VON Canada,Location,Salary not available,oM57sfwa-CiedXfwq,https://www.careerbeacon.com/en/job/2034794/von-canada/manager-finance-full-time?utm_campaign=feeds&utm_source=jobbank&utm_medium=Careerbeacon,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}",Unknown,Not available,Full time,Starts as soon as possible,Not specified,CareerBeacon #oM57sfwa-CiedXfwq,Not specified
76,internal auditor,Title posted on Jobillico -Internal Controls Analyst,"June 12, 2024",2024-07-11,,,"June 12, 2024",BRP,Montréal (QC),Salary not available,13793601,https://www.jobillico.com/en/job-offer/brp-/internal-controls-analyst/13793601?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Montréal , QC",Not available,Not specified,Starts as soon as possible,1 vacancy,Jobillico #13793601,Not specified
77,"director, accounting and financial control",Title posted on CareersInFood.com -Account DirectorProtein Segment Ontario Region,"June 12, 2024",Not specified,,,"June 12, 2024",Griffith Foods,Scarborough (ON),Salary not available,1672000,https://www.careersinfood.com/account-director-protein-segment-ontario-region-job-1672000.htm,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Scarborough , ON",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,CareersInFood.com #1672000,Not specified
78,"manager, finance","Title posted on CareerBeacon -Senior Manager, Tangerine Internal Controls","May 30, 2024",2024-06-28,,,"May 30, 2024",Scotiabank,Toronto (ON),Salary not available,2064057,https://www.careerbeacon.com/en/job/2064057/scotiabank/senior-manager-tangerine-internal-controls/toronto?utm_campaign=feeds&utm_source=jobbank&utm_medium=Careerbeacon,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Toronto , ON",Not available,Full time,Starts as soon as possible,1 vacancy,CareerBeacon #2064057,Not specified
79,accountant-controller,Title posted on Jobillico -Plant Controller,"May 16, 2024",2024-06-14,,,"May 16, 2024",JTEKT Bearings Canada Inc.,Bedford (QC),Salary not available,13594488,https://www.jobillico.com/en/job-offer/jtekt-bearings-canada-inc/plant-controller/13594488?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Bedford , QC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13594488,Not specified
80,corporate controller,Title posted on Québec emploi -Auditeur Auditrice Interne,"May 30, 2024",2024-07-08,,,"May 30, 2024",AIR CREEBEC INC.,Val-d'Or (QC),Salary: $18.00 biweekly,445811,https://www.quebecemploi.gouv.qc.ca/plateforme-emploi/?lang=en&ide_poste=445811,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Val-d'Or , QC",$ 18 BIWEEKLY bi-weekly / 40 hours per week,Permanent employment Full time,Starts as soon as 2024-07-10,1 vacancy,Québec emploi #445811,Not specified
81,assistant controller,Title posted on Québec emploi -Contrôleur financier adjoint,"May 28, 2024",2024-06-28,,,"May 28, 2024",FÉDÉRATION QUÉBECOISE DES COOPÉRATIVES FORESTIÈRES,La Tuque (QC),"Salary: $50,000.00 annually",445362,https://www.quebecemploi.gouv.qc.ca/plateforme-emploi/?lang=en&ide_poste=445362,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","La Tuque , QC","$ 50,000 YEAR annually / 40 hours per week",Permanent employment Full time,Starts as soon as 2024-07-28,1 vacancy,Québec emploi #445362,Not specified
82,financial controller,,"June 11, 2024",Not specified,,,"June 11, 2024",British Columbia Aboriginal Network on Disability Society (BCANDS),Victoria (BC),Salary: $35.00 hourly,9318790126,https://ca.indeed.com/viewjob?jk=889f12f927bf8559&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Victoria , BC",$ 35.00 HOUR hourly,Part time,Starts as soon as possible,1 vacancy,indeed.com #9318790126,Not specified
83,financial controller,Title posted on Québec emploi -contrôleur financier contrôleuse financière,"June 10, 2024",2024-07-25,,,"June 10, 2024",AMT MOULAGE INC.,Saint-Cyprien (QC),Salary not available,418185,https://www.quebecemploi.gouv.qc.ca/plateforme-emploi/?lang=en&ide_poste=418185,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Saint-Cyprien , QC",Not available,Permanent employment Full time,Starts as soon as 2024-03-16,1 vacancy,Québec emploi #418185,Not specified
84,administrative assistant,Title posted on CareerBeacon -Document Controller (KRSI--27),"June 07, 2024",2024-07-07,,,"June 07, 2024",Kraken Robotic Systems Inc.,Mount Pearl (NL),Salary not available,2072149,https://www.careerbeacon.com/en/job/2072149/kraken-robotic-systems-inc/document-controller-krsi-2024-27/mount-pearl?utm_campaign=feeds&utm_source=jobbank&utm_medium=Careerbeacon,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Mount Pearl , NL",Not available,Full time,Starts as soon as possible,1 vacancy,CareerBeacon #2072149,Not specified
85,"director, external relations","Title posted on CareerBeacon -Director, Internal Control - Global GBM Regulatory Controls","May 18, 2024",2024-06-16,,,"May 18, 2024",Scotiabank,Toronto (ON),Salary not available,2027700,https://www.careerbeacon.com/en/job/2027700/scotiabank/director-internal-control-global-gbm-regulatory-controls/toronto?utm_campaign=feeds&utm_source=jobbank&utm_medium=Careerbeacon,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Toronto , ON",Not available,Full time,Starts as soon as possible,1 vacancy,CareerBeacon #2027700,Not specified
86,financial controller,Title posted on Québec emploi -contrôleur financier contrôleuse financière,"May 31, 2024",2024-07-02,,,"May 31, 2024",Groupe Conseils MCG,Bécancour (QC),Salary: $1.00 hourly,397623,https://www.quebecemploi.gouv.qc.ca/plateforme-emploi/?lang=en&ide_poste=397623,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Bécancour , QC",$1.00 hourly / 40 hours per week,Permanent employment Full time,Starts as soon as 2023-10-25,1 vacancy,Québec emploi #397623,In-house position at the agency
87,assistant controller,Title posted on Jobillico -Contrôleur adjoint,"June 13, 2024",2024-07-12,,,"June 13, 2024",Les distributions alimentaires Roy,Saint-Anselme (QC),Salary not available,13803552,https://www.jobillico.com/en/job-offer/les-distributions-alimentaires-roy.kIpwGw/controleur-e-adjoint-e-/13803552?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Saint-Anselme , QC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13803552,Not specified
88,assistant controller,Title posted on Jobillico -Contrôleur adjoint,"June 12, 2024",2024-07-11,,,"June 12, 2024",duBreton inc.,Rivière-du-Loup (QC),Salary not available,13229544,https://www.jobillico.com/en/job-offer/dubreton-inc/controleur-adjoint/13229544?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Rivière-du-Loup , QC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13229544,Not specified
89,assistant controller,Title posted on Jobillico -Contrôleur adjoint ou contrôleuse adjointe,"June 11, 2024",2024-07-10,,,"June 11, 2024",Mallette,Lévis (QC),Salary not available,13989807,https://www.jobillico.com/en/job-offer/mallette/controleur-adjoint-ou-controleuse-adjointe/13989807?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Lévis , QC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13989807,Not specified
90,assistant controller,Title posted on Jobillico -Contrôleur-adjoint,"June 11, 2024",2024-07-10,,,"June 11, 2024",Thermafix inc.,Saint-Nazaire-du-Lac-Saint-Jean (QC),Salary not available,13292538,https://www.jobillico.com/en/job-offer/thermafix-inc/controleur-adjoint/13292538?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Saint-Nazaire-du-Lac-Saint-Jean , QC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13292538,Not specified
91,assistant controller,Title posted on Jobillico -Contrôleur adjoint,"June 13, 2024",2024-07-12,,,"June 13, 2024",Les distributions alimentaires Roy,Saint-Anselme (QC),Salary not available,13803552,https://www.jobillico.com/en/job-offer/les-distributions-alimentaires-roy.kIpwGw/controleur-e-adjoint-e-/13803552?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Saint-Anselme , QC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13803552,Not specified
92,assistant controller,Title posted on Jobillico -Contrôleur adjoint,"June 12, 2024",2024-07-11,,,"June 12, 2024",duBreton inc.,Rivière-du-Loup (QC),Salary not available,13229544,https://www.jobillico.com/en/job-offer/dubreton-inc/controleur-adjoint/13229544?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Rivière-du-Loup , QC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13229544,Not specified
93,assistant controller,Title posted on Jobillico -Contrôleur adjoint ou contrôleuse adjointe,"June 11, 2024",2024-07-10,,,"June 11, 2024",Mallette,Lévis (QC),Salary not available,13989807,https://www.jobillico.com/en/job-offer/mallette/controleur-adjoint-ou-controleuse-adjointe/13989807?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Lévis , QC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13989807,Not specified
94,assistant controller,Title posted on Jobillico -Contrôleur-adjoint,"June 11, 2024",2024-07-10,,,"June 11, 2024",Thermafix inc.,Saint-Nazaire-du-Lac-Saint-Jean (QC),Salary not available,13292538,https://www.jobillico.com/en/job-offer/thermafix-inc/controleur-adjoint/13292538?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Saint-Nazaire-du-Lac-Saint-Jean , QC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13292538,Not specified
95,accountant-controller,Title posted on indeed.com -Accountant Controller,"June 04, 2024",Not specified,,,"June 04, 2024",Cascadia Scientific Inc.,Surrey (BC),"Salary: $80,000.00 to $100,000.00 annually",9308725139,https://ca.indeed.com/viewjob?jk=ad1a434ddde5c6be&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Surrey , BC","$ 80,000 to $ 100,000 YEAR annually",Full time,Starts as soon as possible,1 vacancy,indeed.com #9308725139,Not specified
96,financial controller,Title posted on indeed.com -Contrôleur financier   Contrôleuse financière - Laval,"June 07, 2024",Not specified,,,"June 07, 2024",Groupe Santé Expert,Laval (QC),Salary not available,9313722134,https://ca.indeed.com/viewjob?jk=6ea6cc48b1c4d5fe&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Laval , QC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9313722134,Not specified
97,financial controller,Title posted on Jobillico -Contrôleur financier ou contrôleuse financière,"June 01, 2024",2024-06-30,,,"June 01, 2024",Mallette,Laval (QC),Salary not available,12970575,https://www.jobillico.com/en/job-offer/mallette/controleur-financier-ou-controleuse-financiere/12970575?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Laval , QC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #12970575,Not specified
98,financial controller,Title posted on Jobillico -Contrôleur financier Contrôleuse financière,"June 01, 2024",2024-06-30,,,"June 01, 2024",La Corporation Ski & Golf Mont Orford,Orford (QC),Salary not available,13711356,https://www.jobillico.com/en/job-offer/la-corporation-ski-golf-mont-orford/controleur-financier-controleuse-financiere/13711356?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Orford , QC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13711356,Not specified
99,telecommunications general manager,Title posted on Jobillico -General Manager Climate Control (Southern Ontario Region),"June 05, 2024",2024-07-04,,,"June 05, 2024",Cooper Equipment Rentals,Bolton (ON),Salary not available,13950768,https://www.jobillico.com/en/job-offer/cooper-equipment-rentals/general-manager-climate-control-southern-ontario-region-/13950768?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Bolton , ON",Not available,Not specified,Starts as soon as possible,1 vacancy,Jobillico #13950768,Not specified
100,controller - financial services,,"June 04, 2024",2024-07-01,Job Bank,This job posting is advertised by a recruitment agency on behalf of the employer.,"June 04, 2024",Scout Talent Inc.,St. Catharines (ON),"Salary: $90,000.00 to $105,000.00 annually (to be negotiated)",2945151,,"{'Language Requirement': 'English', 'Experience Requirement': '3 years to less than 5 years', 'Benefits': ['Dental plan', 'Health care plan', 'Bonus', 'Pension plan', 'Learning/training paid by employer', 'Other benefits', 'Paid time off (volunteering or personal days)']}","St. Catharines , ON","$ 90,000 to $ 105,000 YEAR annually (To be negotiated) / 40 hours per week",Permanent employment Full time,Starts as soon as possible,1 vacancy,Job Bank #2945151,Permanent placement opportunity
101,controller - financial services,Title posted on Québec emploi -Contrôleur financier(ère),"June 12, 2024",2024-07-27,,,"June 12, 2024",Element RH,Rimouski (QC),"Salary: $90,000.00 annually",422373,https://www.quebecemploi.gouv.qc.ca/plateforme-emploi/?lang=en&ide_poste=422373,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Rimouski , QC","$ 90,000 YEAR annually / 40 hours per week",Permanent employment Full time,Starts as soon as 2024-02-26,1 vacancy,Québec emploi #422373,In-house position at the agency
102,financial controller,Title posted on Monster -Contrôleur financier   Contrôleuse financière - Laval,"June 04, 2024",2024-07-04,,,"June 04, 2024",GSE,Laval (QC),Salary not available,716985000003244051,https://job-openings.monster.ca/contrôleur-financier-contrôleuse-financière-laval-laval-qc-ca-gse/a48e132c-0228-4ce1-9703-8d509c70edd9?mescoid=1300111001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Laval , QC",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #716985000003244051,Not specified
103,financial controller,Title posted on Monster -Contrôleur financier,"June 08, 2024",2024-07-09,,,"June 08, 2024",Artemis Recrutement,Repentigny (QC),Salary not available,bldpRGJYL3d4ZTBTblVjS3AwVXVSdz09fr,https://job-openings.monster.ca/contrôleur-financier-repentigny-qc-ca-artemis-recrutement/cc172dbc-790b-4f98-ae07-0a3e4af1c277?mescoid=1300111001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Repentigny , QC",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #bldpRGJYL3d4ZTBTblVjS3AwVXVSdz09fr,Not specified
104,assistant controller,Title posted on Jobillico -Contrôleur(-euse) adjoint(-e),"June 01, 2024",2024-06-30,,,"June 01, 2024",Emploi CPA,Sainte-Julie (QC),Salary not available,13924998,https://www.jobillico.com/en/job-offer/emploi-cpa/contr-ocirc-leur-euse-adjoint-e-/13924998?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Sainte-Julie , QC",Not available,Not specified,Starts as soon as possible,1 vacancy,Jobillico #13924998,Not specified
105,assistant controller,Title posted on Jobillico -Trésorier(-ère) adjoint(-e),"May 31, 2024",2024-06-29,,,"May 31, 2024",Emploi CPA,Sainte-Agathe-des-Monts (QC),Salary not available,13916244,https://www.jobillico.com/en/job-offer/emploi-cpa/tr-eacute-sorier-egrave-re-adjoint-e-/13916244?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Sainte-Agathe-des-Monts , QC",Not available,Not specified,Starts as soon as possible,1 vacancy,Jobillico #13916244,Not specified
106,financial controller,Title posted on Monster -Contrôleur financier,"June 02, 2024",2024-07-03,,,"June 02, 2024",Promutuel,Rimouski (QC),Salary not available,4537433,https://job-openings.monster.ca/contrôleur-financier-rimouski-qc-ca-promutuel/ae15e08a-e8ae-4c58-8fb8-58aeae64fef5?mescoid=1300111001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Rimouski , QC",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #4537433,Not specified
107,controller - financial services,Title posted on Jobillico -Contrôleur financier (H F),"June 11, 2024",2024-07-10,,,"June 11, 2024",MIR,Boucherville (QC),"Salary: $85,000.00 to $110,000.00 annually",13989987,https://www.jobillico.com/en/job-offer/mir/controleur-financier-h-f-/13989987?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Boucherville , QC","$ 85,000 to $ 110,000 YEAR annually",Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13989987,In-house position at the agency
108,financial controller,Title posted on Monster -Contrôleur(se) financier(ère),"May 29, 2024",2024-06-29,,,"May 29, 2024",Maison Riviera,Varennes (QC),Salary not available,VzB3K3JNbFR3YkVkOHRjWkErbkNWQT09fr,https://job-openings.monster.ca/contrôleur-se-financier-ère-varennes-qc-ca-maison-riviera/a0dba05b-c88d-4a65-b6ed-0891a57e4eeb?mescoid=1300111001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Varennes , QC",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #VzB3K3JNbFR3YkVkOHRjWkErbkNWQT09fr,Not specified
109,financial control manager,Title posted on Jobillico -Directeur financier (F&I),"June 06, 2024",2024-07-05,,,"June 06, 2024",Ste-Foy et Québec Mitsubishi,Québec (QC),"Salary: $80,000.00 to $100,000.00 annually",13954290,https://www.jobillico.com/en/job-offer/ste-foy-et-quebec-mitsubishi/directeur-financier-f-amp-i-/13954290?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Québec , QC","$ 80,000 to $ 100,000 YEAR annually",Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13954290,Not specified
